layers,d_model,bs,seqlen,prec,compile,static,tps,mem_gb,energy_j,avg_power_w,overflow,env,times
4,128,2,512,fp32,False,False,7196.725587687679,1.0181889533996582,44.11795,67.87376923076923,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.14142003000006298, 0.14014223300000594, 0.1355560309999646, 0.15868106499999612, 0.13563529800001106]"
4,128,2,512,amp,True,True,23623.528946228642,1.0358805656433105,10.61385,70.759,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.044495159000007334, 0.04387094600008368, 0.043639040000016394, 0.04230249400006869, 0.0424254329999485]"
4,128,2,512,amp,True,False,23822.73210976354,1.0358805656433105,11.325,75.5,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.043804365000028156, 0.042746064999960254, 0.04309680299991214, 0.04239983699994809, 0.042873703000054775]"
4,128,2,512,amp,False,True,14950.083307005187,0.9136972427368164,20.85855,69.5285,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.06880881199992928, 0.06838748799998484, 0.06779981800002588, 0.06900206700004219, 0.0684748229999741]"
4,128,2,512,amp,False,False,14844.24778831619,0.9136972427368164,20.373600000000003,67.912,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.06910375999996177, 0.0693222429999878, 0.06792958699998053, 0.06959254100001999, 0.06896661799999038]"
4,128,4,64,fp32,True,True,7457.400299913691,0.6920523643493652,10.872050000000002,72.48033333333333,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.03493165399993359, 0.03419086500002777, 0.03351732200007973, 0.034071132999997644, 0.03493061000006037]"
4,128,4,64,fp32,True,False,7634.326132318375,0.6920523643493652,11.725750000000001,78.17166666666667,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.033865676000004896, 0.033671528000013495, 0.03341749899993829, 0.03289719099996091, 0.03381188900004872]"
4,128,4,64,fp32,False,True,4935.323339501423,0.6733150482177734,15.392600000000002,76.96300000000001,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.049845558000015444, 0.049725166000030185, 0.049917923999942104, 0.05182006600000477, 0.05804612700001144]"
4,128,4,64,fp32,False,False,5036.109792463263,0.6733150482177734,15.3853,76.9265,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.04996322499994221, 0.05128088900005423, 0.05083894500000952, 0.04938687700007449, 0.052694499000040196]"
4,128,4,64,amp,True,True,8353.410232747803,0.6791996955871582,7.1248000000000005,71.24799999999999,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.03057932699994126, 0.029564024000023892, 0.03148719299997538, 0.03088490899995122, 0.030715378999957466]"
4,128,4,64,amp,True,False,7882.362392051724,0.6791996955871582,6.576600000000001,65.766,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.029441327999961686, 0.030866842999898836, 0.035316985999997996, 0.03510574500000985, 0.03165696299993215]"
4,128,4,64,amp,False,True,4620.562177452434,0.6345252990722656,13.79975,68.99875,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.055900278999956754, 0.05498547899992445, 0.05457290799995462, 0.05604953799991108, 0.055514363999918714]"
4,128,4,64,amp,False,False,4636.667929882596,0.6345252990722656,14.268600000000001,71.343,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.055520511000054285, 0.053761156999939885, 0.05681624200008173, 0.05602419999991071, 0.05393820299991603]"
4,128,4,128,fp32,True,True,9345.742293563291,0.8273615837097168,14.2251,71.12549999999999,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.05658343400000376, 0.0554815079999571, 0.05430552399991484, 0.053838523000081295, 0.05371253799989972]"
4,128,4,128,fp32,True,False,9430.89208061104,0.8273615837097168,18.49035,73.9614,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.053989985999919554, 0.05434132499999578, 0.05470213299997795, 0.05383792899999662, 0.054576967000002696]"
4,128,4,128,fp32,False,True,7471.271385553367,0.7876315116882324,21.6857,72.28566666666667,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.06848530199999914, 0.06883262199994533, 0.06791163000002598, 0.06830645299999105, 0.06910982499994134]"
4,128,4,128,fp32,False,False,7285.011499190303,0.7876315116882324,20.113500000000002,67.045,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.06760363299997607, 0.06923599000003833, 0.06751855799996065, 0.07926722100000916, 0.06778104400007123]"
4,128,4,128,amp,True,True,18024.065619776036,0.7978644371032715,5.902200000000001,59.022,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.029201525999951627, 0.02825469599997632, 0.028455978000010873, 0.02781585000002451, 0.0283042779999505]"
4,128,4,128,amp,True,False,18071.82545373931,0.7978644371032715,6.064400000000001,60.644000000000005,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.02867011699993327, 0.02848929100002806, 0.028241341000011744, 0.028013414999918496, 0.028242804000001343]"
4,128,4,128,amp,False,True,9415.530260286061,0.6978683471679688,18.3262,73.3048,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.05699551500003963, 0.05333790599991062, 0.05373858099994777, 0.05405041699998492, 0.053768800000057126]"
4,128,4,128,amp,False,False,8961.575888646455,0.6978683471679688,13.22305,66.11525,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.06892016500000864, 0.05452035399991928, 0.05487703899996177, 0.053647602999944866, 0.05369888199993511]"
4,128,4,256,fp32,True,True,9999.235019461888,1.103330135345459,33.8492,75.22044444444445,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.1018807379999771, 0.1022543860000269, 0.1013876759999448, 0.10213916899999731, 0.10437720100003389]"
4,128,4,256,fp32,True,False,9882.54794437339,1.103330135345459,32.243,71.6511111111111,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.10237121300008312, 0.10266485600004671, 0.10429607000003216, 0.10327219199996307, 0.10548068399998556]"
4,128,4,256,fp32,False,True,8115.035381433587,1.0167222023010254,38.03985,69.16336363636364,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.12322535500004506, 0.12160870600007456, 0.1206063820000054, 0.1255169759999717, 0.13997020600004362]"
4,128,4,256,fp32,False,False,8159.948453606078,1.0167222023010254,38.6674,70.30436363636363,1.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.12014666899995063, 0.11959757700003593, 0.12188793600000736, 0.12402904699990813, 0.14179371500006255]"
4,128,4,256,amp,True,True,25709.58259663277,1.035377025604248,10.80635,72.04233333333333,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.040455496999925344, 0.03975874700006443, 0.03996186400001989, 0.039609871000038765, 0.03936155600001712]"
4,128,4,256,amp,True,False,25449.11803248335,1.035377025604248,10.41215,69.41433333333333,65536.0,"{'gpu': 'Tesla T4', 'mem_total_gb': 15.0, 'cc': '7.5', 'torch': '2.8.0+cu126'}","[0.04088380400003189, 0.04025485399995432, 0.03993722200004868, 0.03995626599999014, 0.0401536079999687]"
